,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,close,close,close,close,close,close,close,close,close,close,close
2018-03-20,62.449737548828125,238.79087829589844,50.39807891845703,24.954607009887695,62.29156494140625,23.142841339111328,24.815528869628906,26.10674476623535,28.984817504882812,30.671117782592773,24.266834259033203,72.97000122070312,274.05999755859375,60.0,34.58000183105469,72.86000061035156,27.600000381469727,31.639999389648438,32.41999816894531,34.650001525878906,33.72999954223633,38.5099983215332
2018-03-21,62.509639739990234,238.3551788330078,50.465274810791016,25.026769638061523,61.71019744873047,23.495018005371094,24.831209182739258,26.130903244018555,28.909526824951172,31.034841537475586,24.373958587646484,73.04000091552734,273.55999755859375,60.08000183105469,34.68000030517578,72.18000030517578,28.020000457763672,31.65999984741211,32.45000076293945,34.560001373291016,34.130001068115234,38.68000030517578
2018-03-22,61.029056549072266,232.3502197265625,50.0032958984375,24.57213020324707,58.58964157104492,23.02544593811035,24.313570022583008,25.52695655822754,28.29051971435547,30.280113220214844,23.825735092163086,71.30999755859375,265.4700012207031,59.529998779296875,34.04999923706055,68.52999877929688,27.459999084472656,31.0,31.700000762939453,33.81999969482422,33.29999923706055,37.810001373291016
2018-03-23,59.984962463378906,227.41383361816406,48.953338623046875,24.478315353393555,57.3585205078125,22.799053192138672,24.117496490478516,25.212900161743164,28.106483459472656,29.980043411254883,23.39093589782715,70.08999633789062,259.8299865722656,58.279998779296875,33.91999816894531,67.08999633789062,27.190000534057617,30.75,31.309999465942383,33.599998474121094,32.970001220703125,37.119998931884766
2018-03-26,61.38851547241211,233.68930053710938,49.65050506591797,24.983470916748047,59.666873931884766,22.958362579345703,24.595922470092773,25.728271484375,28.583293914794922,30.953006744384766,24.20381736755371,71.7300033569336,267.0,59.11000061035156,34.619998931884766,69.79000091552734,27.3799991607666,31.360000610351562,31.950000762939453,34.16999816894531,34.040000915527344,38.40999984741211
2018-03-27,60.506996154785156,229.59315490722656,49.76810073852539,24.788625717163086,58.410099029541016,22.790666580200195,24.25082778930664,25.438377380371094,28.340709686279297,30.652931213378906,23.876144409179688,70.69999694824219,262.32000732421875,59.25,34.349998474121094,68.31999969482422,27.18000030517578,30.920000076293945,31.59000015258789,33.880001068115234,33.709999084472656,37.88999938964844
2018-03-28,60.549808502197266,228.98056030273438,50.33087921142578,24.969036102294922,57.58934783935547,22.706815719604492,24.439062118530273,25.414213180541992,28.641855239868164,30.607465744018555,23.76902198791504,70.75,261.6199951171875,59.91999816894531,34.599998474121094,67.36000061035156,27.079999923706055,31.15999984741211,31.559999465942383,34.2400016784668,33.65999984741211,37.720001220703125
2018-03-29,61.36284255981445,232.2627410888672,50.96925735473633,25.077285766601562,58.62382888793945,23.109298706054688,24.627294540405273,25.800745010375977,28.750593185424805,31.034841537475586,24.159709930419922,71.69999694824219,265.3699951171875,60.68000030517578,34.75,68.56999969482422,27.559999465942383,31.399999618530273,32.040000915527344,34.369998931884766,34.130001068115234,38.34000015258789
2018-04-02,60.130435943603516,226.87120056152344,49.944488525390625,24.810274124145508,57.204620361328125,22.78227996826172,24.297883987426758,25.414213180541992,28.365802764892578,30.752954483032227,23.59888458251953,70.26000213623047,259.2099914550781,59.459999084472656,34.380001068115234,66.91000366210938,27.170000076293945,30.979999542236328,31.559999465942383,33.90999984741211,33.81999969482422,37.45000076293945
2018-04-03,60.772315979003906,229.82073974609375,50.57447814941406,25.01233673095703,57.74324417114258,22.92482566833496,24.501802444458008,25.575267791748047,28.33234214782715,31.289451599121094,23.907651901245117,71.01000213623047,262.5799865722656,60.209999084472656,34.65999984741211,67.54000091552734,27.34000015258789,31.239999771118164,31.760000228881836,33.869998931884766,34.40999984741211,37.939998626708984
2018-04-04,61.200225830078125,232.49024963378906,50.6248664855957,25.279348373413086,57.83729553222656,23.000293731689453,24.635141372680664,25.62358856201172,28.3239803314209,31.20761489868164,24.002174377441406,71.51000213623047,265.6300048828125,60.27000045776367,35.029998779296875,67.6500015258789,27.43000030517578,31.40999984741211,31.81999969482422,33.86000061035156,34.31999969482422,38.09000015258789
2018-04-05,61.63669204711914,234.1094207763672,50.876861572265625,25.524709701538086,57.991172790527344,23.3105411529541,24.878271102905273,25.937637329101562,28.432723999023438,31.489503860473633,24.084091186523438,72.0199966430664,267.4800109863281,60.56999969482422,35.369998931884766,67.83000183105469,27.799999237060547,31.719999313354492,32.209999084472656,33.9900016784668,34.630001068115234,38.220001220703125
2018-04-06,60.60971450805664,228.936767578125,50.07889175415039,25.452545166015625,56.59761047363281,23.058988571166992,24.80768394470215,25.84100914001465,28.357439041137695,31.125774383544922,23.624088287353516,70.81999969482422,261.57000732421875,59.619998931884766,35.27000045776367,66.19999694824219,27.5,31.6299991607666,32.09000015258789,33.900001525878906,34.22999954223633,37.4900016784668
2018-04-09,60.92636489868164,229.92578125,50.524070739746094,25.63295555114746,57.34141159057617,23.218307495117188,25.042984008789062,26.018165588378906,28.61675453186035,31.416757583618164,23.77532196044922,71.19000244140625,262.70001220703125,60.150001525878906,35.52000045776367,67.06999969482422,27.690000534057617,31.93000030517578,32.310001373291016,34.209999084472656,34.54999923706055,37.72999954223633
2018-04-10,61.8763427734375,233.66307067871094,50.801265716552734,26.02264404296875,59.05985641479492,23.453088760375977,25.31748390197754,26.38053321838379,28.842613220214844,31.671367645263672,24.084091186523438,72.30000305175781,266.9700012207031,60.47999954223633,36.060001373291016,69.08000183105469,27.969999313354492,32.279998779296875,32.7599983215332,34.47999954223633,34.83000183105469,38.220001220703125
2018-04-11,61.60247802734375,232.3939666748047,50.675262451171875,25.97934913635254,59.00001525878906,23.486629486083984,25.199840545654297,26.219486236572266,28.61675453186035,31.616804122924805,24.046283721923828,71.9800033569336,265.5199890136719,60.33000183105469,36.0,69.01000213623047,28.010000228881836,32.130001068115234,32.560001373291016,34.209999084472656,34.77000045776367,38.15999984741211
2018-04-12,61.9448127746582,234.38076782226562,50.59126663208008,26.159761428833008,59.076961517333984,23.486629486083984,25.31748390197754,26.412744522094727,28.742233276367188,31.76229476928711,24.027381896972656,72.37999725341797,267.7900085449219,60.22999954223633,36.25,69.0999984741211,28.010000228881836,32.279998779296875,32.79999923706055,34.36000061035156,34.93000030517578,38.130001068115234
2018-04-13,61.807884216308594,233.66307067871094,50.59126663208008,26.181407928466797,57.991172790527344,23.436317443847656,25.348857879638672,26.4852237701416,28.792415618896484,31.544057846069336,23.863540649414062,72.22000122070312,266.9700012207031,60.22999954223633,36.279998779296875,67.83000183105469,27.950000762939453,32.31999969482422,32.88999938964844,34.41999816894531,34.689998626708984,37.869998931884766
2018-04-16,62.107418060302734,235.60610961914062,50.734066009521484,26.1164608001709,57.69194412231445,23.536937713623047,25.482192993164062,26.493276596069336,28.850975036621094,31.70772933959961,23.97696876525879,72.56999969482422,269.19000244140625,60.400001525878906,36.189998626708984,67.4800033569336,28.06999969482422,32.4900016784668,32.900001525878906,34.4900016784668,34.869998931884766,38.04999923706055
2018-04-17,62.56098175048828,238.12673950195312,50.92725372314453,26.16697883605957,57.93988037109375,23.67948341369629,25.662578582763672,26.815378189086914,29.00154685974121,31.744104385375977,23.687101364135742,73.0999984741211,272.07000732421875,60.630001068115234,36.2599983215332,67.7699966430664,28.239999771118164,32.720001220703125,33.29999923706055,34.66999816894531,34.90999984741211,37.59000015258789
2018-04-18,62.76638412475586,238.23182678222656,51.27164840698242,26.34738540649414,57.931331634521484,23.796876907348633,25.76453971862793,26.863693237304688,29.009906768798828,31.744104385375977,23.81313133239746,73.33999633789062,272.19000244140625,61.040000915527344,36.5099983215332,67.76000213623047,28.3799991607666,32.849998474121094,33.36000061035156,34.68000030517578,34.90999984741211,37.790000915527344
2018-04-19,62.50109100341797,236.94520568847656,51.07845687866211,26.246355056762695,57.922786712646484,23.612407684326172,25.772384643554688,26.726804733276367,28.884431838989258,31.398569107055664,23.5673770904541,73.02999877929688,270.7200012207031,60.810001373291016,36.369998931884766,67.75,28.15999984741211,32.86000061035156,33.189998626708984,34.529998779296875,34.529998779296875,37.400001525878906
2018-04-20,62.01326370239258,234.94972229003906,50.97765350341797,26.174190521240234,57.1533203125,23.51178741455078,25.662578582763672,26.54159164428711,28.742233276367188,31.334918975830078,23.176685333251953,72.45999908447266,268.44000244140625,60.689998626708984,36.27000045776367,66.8499984741211,28.040000915527344,32.720001220703125,32.959999084472656,34.36000061035156,34.459999084472656,36.779998779296875
2018-04-23,61.92767333984375,234.94972229003906,50.91045379638672,26.159761428833008,56.81135559082031,23.427936553955078,25.615524291992188,26.44495964050293,28.683677673339844,31.289451599121094,22.987642288208008,72.36000061035156,268.44000244140625,60.61000061035156,36.25,66.44999694824219,27.940000534057617,32.65999984741211,32.84000015258789,34.290000915527344,34.40999984741211,36.47999954223633
2018-04-24,61.3371467590332,231.8425750732422,50.72566223144531,26.109241485595703,56.82844543457031,23.37762451171875,25.54493522644043,26.219486236572266,28.499645233154297,31.234891891479492,22.565446853637695,71.66999816894531,264.8900146484375,60.38999938964844,36.18000030517578,66.47000122070312,27.8799991607666,32.56999969482422,32.560001373291016,34.06999969482422,34.349998474121094,35.810001373291016
2018-04-25,61.3457145690918,232.30650329589844,50.88525390625,26.044294357299805,56.4522705078125,23.394390106201172,25.466503143310547,26.08258819580078,28.40762710571289,31.098493576049805,22.634761810302734,71.68000030517578,265.4200134277344,60.58000183105469,36.09000015258789,66.02999877929688,27.899999618530273,32.470001220703125,32.38999938964844,33.959999084472656,34.20000076293945,35.91999816894531
2018-04-26,61.842098236083984,234.69586181640625,51.196044921875,26.246355056762695,56.97378921508789,23.553707122802734,25.56846046447754,26.187271118164062,28.566564559936523,31.489503860473633,22.729284286499023,72.26000213623047,268.1499938964844,60.95000076293945,36.369998931884766,66.63999938964844,28.09000015258789,32.599998474121094,32.52000045776367,34.150001525878906,34.630001068115234,36.06999969482422
2018-04-27,61.970481872558594,234.90594482421875,51.05324935913086,26.224708557128906,57.247371673583984,23.65433120727539,25.709640502929688,26.291955947875977,28.61675453186035,31.780485153198242,22.86161231994629,72.41000366210938,268.3900146484375,60.779998779296875,36.34000015258789,66.95999908447266,28.209999084472656,32.779998779296875,32.650001525878906,34.209999084472656,34.95000076293945,36.279998779296875
2018-04-30,61.611026763916016,233.08544921875,50.93564987182617,26.159761428833008,57.1533203125,23.587249755859375,25.631210327148438,26.138957977294922,28.474552154541016,31.780485153198242,22.87421989440918,71.98999786376953,266.30999755859375,60.63999938964844,36.25,66.8499984741211,28.1299991607666,32.68000030517578,32.459999084472656,34.040000915527344,34.95000076293945,36.29999923706055
2018-05-01,61.542564392089844,233.54049682617188,50.893653869628906,26.029861450195312,57.27302169799805,23.587249755859375,25.54493522644043,26.042325973510742,28.374168395996094,31.680456161499023,22.779693603515625,71.91000366210938,266.8299865722656,60.59000015258789,36.06999969482422,66.98999786376953,28.1299991607666,32.56999969482422,32.34000015258789,33.91999816894531,34.84000015258789,36.150001525878906
2018-05-02,61.285831451416016,231.91259765625,50.59126663208008,25.89275360107422,57.12767791748047,23.553707122802734,25.529247283935547,26.291955947875977,28.34907341003418,31.344011306762695,22.622159957885742,71.61000061035156,264.9700012207031,60.22999954223633,35.880001068115234,66.81999969482422,28.09000015258789,32.54999923706055,32.650001525878906,33.88999938964844,34.470001220703125,35.900001525878906
2018-05-03,61.294368743896484,231.41372680664062,50.641666412353516,25.96491241455078,56.854095458984375,23.570480346679688,25.662578582763672,26.308061599731445,28.466184616088867,31.24398422241211,22.521339416503906,71.62000274658203,264.3999938964844,60.290000915527344,35.97999954223633,66.5,28.110000610351562,32.720001220703125,32.66999816894531,34.029998779296875,34.36000061035156,35.7400016784668
2018-05-04,61.807884216308594,234.40699768066406,51.01124954223633,26.029861450195312,57.45254898071289,23.738182067871094,25.631210327148438,26.44495964050293,28.499645233154297,31.134870529174805,22.729284286499023,72.22000122070312,267.82000732421875,60.72999954223633,36.06999969482422,67.19999694824219,28.309999465942383,32.68000030517578,32.84000015258789,34.06999969482422,34.2400016784668,36.06999969482422
2018-05-07,61.91056442260742,235.25599670410156,51.0700569152832,26.051509857177734,57.5807991027832,23.80526351928711,25.53709602355957,26.557695388793945,28.675308227539062,31.14396095275879,22.64736557006836,72.33999633789062,268.7900085449219,60.79999923706055,36.099998474121094,67.3499984741211,28.389999389648438,32.560001373291016,32.97999954223633,34.279998779296875,34.25,35.939998626708984
2018-05-08,61.93623733520508,235.1597900390625,51.229644775390625,26.037076950073242,58.36734390258789,23.780107498168945,25.458660125732422,26.4610652923584,28.6251220703125,31.043933868408203,22.842710494995117,72.37000274658203,268.67999267578125,60.9900016784668,36.08000183105469,68.2699966430664,28.360000610351562,32.459999084472656,32.86000061035156,34.220001220703125,34.13999938964844,36.25
2018-05-09,62.295692443847656,237.5753936767578,50.7928581237793,26.44841766357422,58.65803527832031,24.03165626525879,25.490034103393555,26.493276596069336,28.725502014160156,31.107587814331055,22.905723571777344,72.79000091552734,271.44000244140625,60.470001220703125,36.650001525878906,68.61000061035156,28.65999984741211,32.5,32.900001525878906,34.34000015258789,34.209999084472656,36.349998474121094
2018-05-10,62.92900085449219,239.72842407226562,51.086849212646484,26.498937606811523,59.68397521972656,24.350296020507812,25.725322723388672,26.734853744506836,28.742233276367188,31.234891891479492,23.359426498413086,73.52999877929688,273.8999938964844,60.81999969482422,36.720001220703125,69.80999755859375,29.040000915527344,32.79999923706055,33.20000076293945,34.36000061035156,34.349998474121094,37.06999969482422
2018-05-11,63.06594467163086,240.2273406982422,51.47323226928711,26.535015106201172,59.624122619628906,24.333526611328125,25.756704330444336,26.694591522216797,28.859342575073242,31.062122344970703,23.498058319091797,73.69000244140625,274.4700012207031,61.279998779296875,36.77000045776367,69.73999786376953,29.020000457763672,32.84000015258789,33.150001525878906,34.5,34.15999984741211,37.290000915527344
2018-05-14,63.16007995605469,240.53372192382812,51.758827209472656,26.585525512695312,60.1370964050293,24.467681884765625,25.772384643554688,26.646276473999023,28.87607192993164,30.825700759887695,23.61778450012207,73.80000305175781,274.82000732421875,61.619998931884766,36.84000015258789,70.33999633789062,29.18000030517578,32.86000061035156,33.09000015258789,34.52000045776367,33.900001525878906,37.47999954223633
2018-05-15,62.61234664916992,238.77444458007812,51.229644775390625,26.513364791870117,59.02566146850586,24.383834838867188,25.591995239257812,26.45301055908203,28.76732635498047,30.361948013305664,23.195592880249023,73.16000366210938,272.80999755859375,60.9900016784668,36.7400016784668,69.04000091552734,29.079999923706055,32.630001068115234,32.849998474121094,34.38999938964844,33.38999938964844,36.810001373291016
2018-05-16,62.894775390625,239.90357971191406,51.38084030151367,26.614395141601562,60.273895263671875,24.50960922241211,25.576311111450195,26.428852081298828,28.81751823425293,30.74386978149414,23.485454559326172,73.48999786376953,274.1000061035156,61.16999816894531,36.880001068115234,70.5,29.229999542236328,32.61000061035156,32.81999969482422,34.45000076293945,33.810001373291016,37.27000045776367
2018-05-17,62.81776428222656,239.7110137939453,51.372440338134766,26.758729934692383,59.41038513183594,24.5850772857666,25.693950653076172,26.581851959228516,28.809146881103516,30.343761444091797,23.20189094543457,73.4000015258789,273.8800048828125,61.15999984741211,37.08000183105469,69.48999786376953,29.31999969482422,32.7599983215332,33.0099983215332,34.439998626708984,33.369998931884766,36.81999969482422
2018-05-18,62.603797912597656,239.12454223632812,51.246437072753906,26.65769386291504,59.12826156616211,24.434141159057617,25.646896362304688,26.4771728515625,28.758962631225586,29.943668365478516,23.113670349121094,73.1500015258789,273.2099914550781,61.0099983215332,36.939998626708984,69.16000366210938,29.139999389648438,32.70000076293945,32.880001068115234,34.380001068115234,32.93000030517578,36.68000030517578
2018-05-21,63.006011962890625,240.87501525878906,51.30524444580078,26.866973876953125,59.581382751464844,24.660541534423828,25.835126876831055,26.686540603637695,28.901165008544922,29.76180648803711,23.460250854492188,73.62000274658203,275.2099914550781,61.08000183105469,37.22999954223633,69.69000244140625,29.40999984741211,32.939998626708984,33.13999938964844,34.54999923706055,32.72999954223633,37.22999954223633
2018-05-22,62.93756103515625,240.2273406982422,51.187644958496094,26.88862419128418,59.29924774169922,24.53476333618164,25.85081672668457,26.65432357788086,28.842613220214844,29.889110565185547,23.422439575195312,73.54000091552734,274.4700012207031,60.939998626708984,37.2599983215332,69.36000061035156,29.260000228881836,32.959999084472656,33.099998474121094,34.47999954223633,32.869998931884766,37.16999816894531
2018-05-23,62.80918502807617,240.9099884033203,50.986061096191406,26.527795791625977,59.24795150756836,24.45929718017578,25.513565063476562,26.195322036743164,28.4829158782959,29.689062118530273,23.31531524658203,73.38999938964844,275.25,60.70000076293945,36.7599983215332,69.30000305175781,29.170000076293945,32.529998779296875,32.529998779296875,34.04999923706055,32.650001525878906,37.0
2018-05-24,62.578125,240.47244262695312,50.675262451171875,26.369033813476562,59.00857162475586,24.29159164428711,25.576311111450195,25.985952377319336,28.499645233154297,29.889110565185547,23.34052085876465,73.12000274658203,274.75,60.33000183105469,36.540000915527344,69.0199966430664,28.969999313354492,32.61000061035156,32.27000045776367,34.06999969482422,32.869998931884766,37.040000915527344
2018-05-25,62.39838790893555,239.79849243164062,50.50727081298828,26.13089370727539,59.145355224609375,24.115509033203125,25.30964469909668,25.92958641052246,28.432723999023438,30.40741539001465,23.384634017944336,72.91000366210938,273.9800109863281,60.130001068115234,36.209999084472656,69.18000030517578,28.760000228881836,32.27000045776367,32.20000076293945,33.9900016784668,33.439998626708984,37.11000061035156
2018-05-29,61.44842529296875,237.1289520263672,50.171287536621094,25.690685272216797,58.110870361328125,23.754953384399414,24.517488479614258,25.116270065307617,27.997743606567383,30.134624481201172,23.02545166015625,71.80000305175781,270.92999267578125,59.72999954223633,35.599998474121094,67.97000122070312,28.329999923706055,31.260000228881836,31.190000534057617,33.470001220703125,33.13999938964844,36.540000915527344
2018-05-30,62.252891540527344,240.29736328125,50.524070739746094,26.094804763793945,58.36734390258789,24.207744598388672,24.94886016845703,25.704111099243164,28.156679153442383,30.607465744018555,23.214494705200195,72.73999786376953,274.54998779296875,60.150001525878906,36.15999984741211,68.2699966430664,28.8700008392334,31.809999465942383,31.920000076293945,33.65999984741211,33.65999984741211,36.84000015258789
2018-05-31,61.90201950073242,238.70445251464844,50.179691314697266,26.000993728637695,58.84613037109375,24.098739624023438,24.95670509338379,25.4786376953125,27.830440521240234,30.598377227783203,23.082164764404297,72.33000183105469,272.7300109863281,59.7400016784668,36.029998779296875,68.83000183105469,28.739999771118164,31.81999969482422,31.639999389648438,33.27000045776367,33.650001525878906,36.630001068115234
2018-06-01,62.54389572143555,241.15509033203125,50.524070739746094,26.174190521240234,59.73527908325195,24.065200805664062,25.168468475341797,25.61553382873535,28.198501586914062,30.74386978149414,23.491756439208984,73.08000183105469,275.5299987792969,60.150001525878906,36.27000045776367,69.87000274658203,28.700000762939453,32.09000015258789,31.809999465942383,33.709999084472656,33.810001373291016,37.279998779296875
2018-06-04,62.91189956665039,242.2754364013672,50.82646560668945,26.159761428833008,60.752655029296875,23.629180908203125,25.231212615966797,25.760482788085938,28.206865310668945,30.32558250427246,23.8824462890625,73.51000213623047,276.80999755859375,60.5099983215332,36.25,71.05999755859375,28.18000030517578,32.16999816894531,31.989999771118164,33.720001220703125,33.349998474121094,37.900001525878906
2018-06-05,62.843406677246094,242.49424743652344,50.734066009521484,26.145326614379883,60.90654754638672,24.1490478515625,25.215524673461914,25.76853370666504,28.073030471801758,30.32558250427246,23.724910736083984,73.43000030517578,277.05999755859375,60.400001525878906,36.22999954223633,71.23999786376953,28.799999237060547,32.150001525878906,32.0,33.560001373291016,33.349998474121094,37.650001525878906
2018-06-06,63.442481994628906,244.57725524902344,50.95246505737305,26.39068031311035,61.67599868774414,24.266441345214844,25.450820922851562,26.155059814453125,28.181774139404297,31.034841537475586,24.22902488708496,74.12999725341797,279.44000244140625,60.65999984741211,36.56999969482422,72.13999938964844,28.940000534057617,32.45000076293945,32.47999954223633,33.689998626708984,34.130001068115234,38.45000076293945
2018-06-07,63.16007995605469,244.41986083984375,50.95246505737305,26.25357437133789,60.96638870239258,24.24967384338379,25.184152603149414,25.84100914001465,28.073030471801758,30.5256290435791,23.98957061767578,73.80000305175781,279.260009765625,60.65999984741211,36.380001068115234,71.30999755859375,28.920000076293945,32.11000061035156,32.09000015258789,33.560001373291016,33.56999969482422,38.06999969482422
2018-06-08,63.2884407043457,245.10240173339844,51.1036491394043,26.289653778076172,60.77830123901367,24.35867691040039,25.29395866394043,25.92958641052246,28.089757919311523,30.78023338317871,23.731212615966797,73.94999694824219,280.0400085449219,60.84000015258789,36.43000030517578,71.08999633789062,29.049999237060547,32.25,32.20000076293945,33.58000183105469,33.849998474121094,37.65999984741211
2018-06-11,63.493858337402344,245.5138397216797,51.26324462890625,26.43398666381836,60.803955078125,24.350296020507812,25.497873306274414,26.138957977294922,28.374168395996094,30.834794998168945,23.79422378540039,74.19000244140625,280.510009765625,61.029998779296875,36.630001068115234,71.12000274658203,29.040000915527344,32.5099983215332,32.459999084472656,33.91999816894531,33.90999984741211,37.7599983215332
2018-06-12,63.40826416015625,245.84642028808594,50.94405746459961,26.246355056762695,61.0689811706543,24.325138092041016,25.24690055847168,26.02621841430664,28.340709686279297,30.971189498901367,23.630388259887695,74.08999633789062,280.8900146484375,60.650001525878906,36.369998931884766,71.43000030517578,29.010000228881836,32.189998626708984,32.31999969482422,33.880001068115234,34.060001373291016,37.5
