Date,MSCI ACWI Index
2019-08-22,508.911593
2019-08-23,500.94479
2019-08-26,502.434174
2019-08-27,502.576945
2019-08-28,504.115803
2019-08-29,508.869437
2019-08-30,510.877078
2019-09-02,510.433234
2019-09-03,507.762595
2019-09-04,513.636101
2019-09-05,519.549806
2019-09-06,520.825769
2019-09-09,520.879715
2019-09-10,520.9474
2019-09-11,524.651513
2019-09-12,526.530044
2019-09-13,527.631522
2019-09-16,525.5629
2019-09-17,526.319836
2019-09-18,526.30856
2019-09-19,526.79317
2019-09-20,525.567276
2019-09-23,524.402158
2019-09-24,521.703932
2019-09-25,521.884417
2019-09-26,521.873658
2019-09-27,519.734611
2019-09-30,520.650885
2019-10-01,515.946052
2019-10-02,507.569495
2019-10-03,509.843369
2019-10-04,514.849838
2019-10-07,514.281955
2019-10-08,508.418969
2019-10-09,511.210704
2019-10-10,514.070349
2019-10-11,521.135318
2019-10-14,520.63253
2019-10-15,525.249042
2019-10-16,525.271478
2019-10-17,526.917361
2019-10-18,525.252994
2019-10-21,528.493344
2019-10-22,527.758639
2019-10-23,528.415954
2019-10-24,530.357963
2019-10-25,531.767075
2019-10-28,534.020513
2019-10-29,534.287524
2019-10-30,535.183126
2019-10-31,534.411202
2019-11-01,538.761406
2019-11-04,541.663156
2019-11-05,541.599164
2019-11-06,541.904975
2019-11-07,543.311672
2019-11-08,543.240826
2019-11-11,542.003763
2019-11-12,542.951812
2019-11-13,541.87703
2019-11-14,541.140678
2019-11-15,545.233035
2019-11-18,546.057383
2019-11-19,546.16685
2019-11-20,543.759041
2019-11-21,542.351498
2019-11-22,543.334449
2019-11-25,547.172296
2019-11-26,547.706718
2019-11-27,549.683008
2019-11-28,549.340556
2019-11-29,546.694995
2019-12-02,543.367721
2019-12-03,540.393607
2019-12-04,542.946323
2019-12-05,544.00008
2019-12-06,548.116179
2019-12-09,547.448107
2019-12-10,546.735763
2019-12-11,548.400953
2019-12-12,552.191668
2019-12-13,555.376277
2019-12-16,559.168627
2019-12-17,559.899655
2019-12-18,559.605396
2019-12-19,560.99857
2019-12-20,563.000295
2019-12-23,563.43207
2019-12-24,563.503556
2019-12-25,563.37727
2019-12-26,565.451349
2019-12-27,566.846389
2019-12-30,564.379979
2019-12-31,565.243908
2020-01-01,565.243786
2020-01-02,569.746656
2020-01-03,566.793195
2020-01-06,566.378343
2020-01-07,566.14959
2020-01-08,566.820468
2020-01-09,570.654586
2020-01-10,570.448699
2020-01-13,573.327429
2020-01-14,573.371205
2020-01-15,573.757001
2020-01-16,576.887412
2020-01-17,579.23806
2020-01-20,579.066292
2020-01-21,576.690471
2020-01-22,577.294002
2020-01-23,575.737998
2020-01-24,573.286256
2020-01-27,564.01909
2020-01-28,567.397072
2020-01-29,567.345407
2020-01-30,565.495649
2020-01-31,558.621185
2020-02-03,560.39698
2020-02-04,568.650819
2020-02-05,573.457173
2020-02-06,576.68453
2020-02-07,573.550619
2020-02-10,575.01539
2020-02-11,577.5065
2020-02-12,581.024599
2020-02-13,579.735359
2020-02-14,580.059628
2020-02-17,580.023307
2020-02-18,577.317223
2020-02-19,579.867836
2020-02-20,577.03106
2020-02-21,572.681312
2020-02-24,555.733004
2020-02-25,542.909079
2020-02-26,539.816324
2020-02-27,521.916925
2020-02-28,512.757315
2020-03-02,528.448618
2020-03-03,522.211574
2020-03-04,536.200513
2020-03-05,525.635327
2020-03-06,514.883135
2020-03-09,478.500571
2020-03-10,491.460409
2020-03-11,473.550181
2020-03-12,428.499639
2020-03-13,451.088303
2020-03-16,409.882372
2020-03-17,424.212651
2020-03-18,402.728641
2020-03-19,403.95171
2020-03-20,397.115197
2020-03-23,384.037631
2020-03-24,416.279268
2020-03-25,427.571589
2020-03-26,447.313068
2020-03-27,436.599581
2020-03-30,445.039631
2020-03-31,442.346476
2020-04-01,425.999295
2020-04-02,431.28469
2020-04-03,425.353165
2020-04-06,448.715689
2020-04-07,453.087112
2020-04-08,462.28072
2020-04-09,469.566892
2020-04-10,469.872588
2020-04-13,466.364677
2020-04-14,477.702792
2020-04-15,467.40213
2020-04-16,468.062957
2020-04-17,480.265326
2020-04-20,475.208242
2020-04-21,460.910143
2020-04-22,469.127555
2020-04-23,470.610987
2020-04-24,472.620405
2020-04-27,480.937707
2020-04-28,481.57966
2020-04-29,492.601362
2020-04-30,489.168665
2020-05-01,478.56198
2020-05-04,475.279
2020-05-05,480.043634
2020-05-06,478.019747
2020-05-07,481.79753
2020-05-08,490.235133
2020-05-11,490.252781
2020-05-12,484.243151
2020-05-13,476.76489
2020-05-14,476.538487
2020-05-15,478.345673
2020-05-18,491.787897
2020-05-19,490.977711
2020-05-20,497.811191
2020-05-21,493.951217
2020-05-22,491.937713
2020-05-25,494.409415
2020-05-26,502.178705
2020-05-27,506.975955
2020-05-28,509.250568
2020-05-29,509.470339
2020-06-01,514.183394
2020-06-02,520.059766
2020-06-03,528.799989
2020-06-04,528.00497
2020-06-05,538.999437
2020-06-08,543.765443
2020-06-09,541.229421
2020-06-10,539.757964
2020-06-11,514.892869
2020-06-12,516.56989
2020-06-15,516.707065
2020-06-16,528.196447
2020-06-17,528.249711
2020-06-18,527.813597
2020-06-19,526.81199
2020-06-22,528.590913
2020-06-23,533.331402
2020-06-24,521.377179
2020-06-25,523.749266
2020-06-26,515.811961
2020-06-29,519.525946
2020-06-30,524.90763
2020-07-01,527.277056
2020-07-02,532.143188
2020-07-03,532.497188
2020-07-06,542.190365
2020-07-07,537.257275
2020-07-08,540.369639
2020-07-09,538.489081
2020-07-10,541.77104
2020-07-13,540.68274
2020-07-14,543.467771
2020-07-15,549.785337
2020-07-16,546.391431
2020-07-17,548.046372
2020-07-20,552.638666
2020-07-21,555.808852
2020-07-22,556.591852
2020-07-23,552.466137
2020-07-24,547.904125
2020-07-27,552.914474
2020-07-28,551.030333
2020-07-29,555.472667
2020-07-30,551.892048
2020-07-31,551.894367
2020-08-03,555.826385
2020-08-04,559.246329
2020-08-05,564.111612
2020-08-06,565.16694
2020-08-07,563.239325
2020-08-10,564.080309
2020-08-11,564.093297
2020-08-12,571.039301
2020-08-13,570.82274
2020-08-14,569.395894
2020-08-17,571.879275
2020-08-18,573.329504
2020-08-19,571.94772
2020-08-20,569.622793
2020-08-21,570.968469
2020-08-24,577.243226
2020-08-25,578.894627
2020-08-26,584.027873
2020-08-27,583.208291
2020-08-28,586.435485
2020-08-31,584.863934
2020-09-01,588.51788
2020-09-02,594.060979
2020-09-03,579.123437
2020-09-04,573.042345
2020-09-07,574.488527
2020-09-08,562.814877
2020-09-09,570.928031
2020-09-10,565.473174
2020-09-11,565.964475
2020-09-14,572.6765
2020-09-15,575.643758
2020-09-16,574.991693
2020-09-17,570.157986
2020-09-18,567.017905
2020-09-21,557.788969
2020-09-22,560.209827
2020-09-23,551.966655
2020-09-24,549.571218
2020-09-25,555.212864
2020-09-28,564.182615
2020-09-29,562.695922
2020-09-30,565.148482
2020-10-01,567.998851
2020-10-02,564.112325
2020-10-05,573.332907
2020-10-06,569.674216
2020-10-07,575.635723
2020-10-08,580.010052
2020-10-09,584.604034
2020-10-12,591.86129
2020-10-13,588.939785
2020-10-14,586.674529
2020-10-15,582.003665
2020-10-16,583.112676
2020-10-19,578.675612
2020-10-20,580.10768
2020-10-21,579.345766
2020-10-22,579.919503
2020-10-23,581.908123
2020-10-26,573.071598
2020-10-27,571.527338
2020-10-28,554.986269
2020-10-29,557.409287
2020-10-30,550.99536
2020-11-02,557.836585
2020-11-03,568.089012
2020-11-04,578.919428
2020-11-05,591.375888
2020-11-06,592.758247
2020-11-09,600.490632
2020-11-10,600.73635
2020-11-11,605.088705
2020-11-12,601.324434
2020-11-13,605.922222
2020-11-16,613.609104
2020-11-17,612.863119
2020-11-18,610.109965
2020-11-19,610.265186
2020-11-20,609.523901
2020-11-23,611.692877
2020-11-24,620.471262
2020-11-25,620.488566
2020-11-26,621.32236
2020-11-27,623.758764
2020-11-30,618.265741
2020-12-01,624.912531
2020-12-02,626.247492
2020-12-03,628.496028
2020-12-04,633.094761
2020-12-07,632.464543
2020-12-08,633.806102
2020-12-09,630.888017
2020-12-10,631.053445
2020-12-11,629.834419
2020-12-14,628.841635
2020-12-15,633.890225
2020-12-16,637.098105
2020-12-17,641.888354
2020-12-18,639.798779
2020-12-21,634.599587
2020-12-22,633.650771
2020-12-23,636.013642
2020-12-24,637.297623
2020-12-25,637.457112
2020-12-28,640.91647
2020-12-29,642.999595
2020-12-30,645.289274
2020-12-31,646.268342
2021-01-01,646.300933
2021-01-04,642.979601
2021-01-05,646.958959
2021-01-06,649.845076
2021-01-07,657.533611
2021-01-08,663.592055
2021-01-11,658.482786
2021-01-12,659.653177
2021-01-13,661.488018
2021-01-14,661.558433
2021-01-15,655.864068
2021-01-18,655.650109
2021-01-19,661.08826
2021-01-20,668.435884
2021-01-21,669.624215
2021-01-22,666.68517
2021-01-25,668.084187
2021-01-26,666.091756
2021-01-27,652.49749
2021-01-28,654.495538
2021-01-29,642.906565
2021-02-01,652.535619
2021-02-02,660.969343
2021-02-03,662.973264
2021-02-04,666.755591
2021-02-05,670.558924
2021-02-08,675.533952
2021-02-09,676.704547
2021-02-10,678.061474
2021-02-11,679.7384
2021-02-12,682.240685
2021-02-15,685.082895
2021-02-16,685.060258
2021-02-17,682.7039
2021-02-18,678.672392
2021-02-19,679.736549
2021-02-22,673.768416
2021-02-23,674.034425
2021-02-24,675.366169
2021-02-25,667.04607
2021-02-26,657.146234
2021-03-01,670.520293
2021-03-02,667.113602
2021-03-03,662.803488
2021-03-04,653.361405
2021-03-05,657.493076
2021-03-08,654.184549
2021-03-09,662.99244
2021-03-10,666.279094
2021-03-11,674.855618
2021-03-12,674.467487
2021-03-15,676.988156
2021-03-16,677.957463
2021-03-17,678.186496
2021-03-18,673.380699
2021-03-19,671.405413
2021-03-22,674.181739
2021-03-23,668.841996
2021-03-24,662.833489
2021-03-25,663.790564
2021-03-26,673.349578
2021-03-29,672.832804
2021-03-30,672.118653
2021-03-31,673.28772
2021-04-01,680.473866
2021-04-02,681.027314
2021-04-05,687.537694
2021-04-06,688.757811
2021-04-07,689.239882
2021-04-08,692.558833
2021-04-09,694.709968
2021-04-12,693.582117
2021-04-13,695.968923
2021-04-14,695.840505
2021-04-15,702.016576
2021-04-16,704.939241
2021-04-19,702.993641
2021-04-20,697.04287
2021-04-21,699.908918
2021-04-22,698.324878
2021-04-23,703.720897
2021-04-26,706.31524
2021-04-27,705.543626
2021-04-28,705.717879
2021-04-29,708.070344
2021-04-30,701.830048
2021-05-03,703.313055
2021-05-04,697.601154
2021-05-05,699.627016
2021-05-06,704.137878
2021-05-07,710.358368
2021-05-10,706.496913
2021-05-11,698.422713
2021-05-12,686.76702
2021-05-13,688.537692
2021-05-14,699.130878
2021-05-17,698.466097
2021-05-18,698.768875
2021-05-19,694.697909
2021-05-20,701.328982
2021-05-21,701.568422
2021-05-24,706.198484
2021-05-25,707.259056
2021-05-26,708.522323
2021-05-27,708.915739
2021-05-28,711.151893
2021-05-31,711.450367
2021-06-01,713.756093
2021-06-02,714.415102
2021-06-03,711.361293
2021-06-04,716.311816
2021-06-07,716.9972
2021-06-08,716.962264
2021-06-09,715.569497
2021-06-10,718.227486
2021-06-11,719.522816
2021-06-14,721.101593
2021-06-15,720.225231
2021-06-16,717.83911
2021-06-17,714.870887
2021-06-18,705.966622
2021-06-21,711.040808
2021-06-22,714.744779
2021-06-23,715.018864
2021-06-24,718.676766
2021-06-25,721.908067
2021-06-28,722.053616
2021-06-29,721.637675
2021-06-30,719.969961
2021-07-01,721.81463
2021-07-02,724.661988
2021-07-05,725.377696
2021-07-06,723.345997
2021-07-07,724.406413
2021-07-08,717.053813
2021-07-09,723.59929
2021-07-12,727.331827
2021-07-13,726.324489
2021-07-14,726.088302
2021-07-15,723.661057
2021-07-16,719.172083
2021-07-19,707.421994
2021-07-20,713.30081
2021-07-21,719.784068
2021-07-22,722.801536
2021-07-23,727.132808
2021-07-26,726.674167
2021-07-27,722.408275
2021-07-28,723.608378
2021-07-29,729.675921
2021-07-30,724.208978
2021-08-02,726.880184
2021-08-03,730.151756
2021-08-04,729.430089
2021-08-05,732.57092
2021-08-06,731.19284
2021-08-09,731.098339
2021-08-10,732.01953
2021-08-11,734.008453
2021-08-12,734.754003
2021-08-13,736.020548
2021-08-16,734.781326
2021-08-17,729.125649
2021-08-18,724.925297
2021-08-19,719.879768
2021-08-20,722.584174
2021-08-23,730.480811
2021-08-24,734.635417
2021-08-25,735.789542
2021-08-26,731.936589
2021-08-27,737.240953
2021-08-30,740.793671
2021-08-31,741.270534
2021-09-01,743.66865
2021-09-02,745.667589
2021-09-03,746.463816
2021-09-06,748.212174
2021-09-07,746.074335
2021-09-08,742.769599
2021-09-09,739.57717
2021-09-10,737.283211
2021-09-13,737.619644
2021-09-14,735.171538
2021-09-15,737.082332
2021-09-16,735.207575
2021-09-17,729.989366
2021-09-20,718.085775
2021-09-21,719.022394
2021-09-22,724.24308
2021-09-23,731.563887
2021-09-24,730.460291
2021-09-27,728.957519
2021-09-28,715.461795
2021-09-29,713.989299
2021-09-30,709.511987
2021-10-01,712.442226
2021-10-04,705.531471
2021-10-05,710.379889
2021-10-06,709.694287
2021-10-07,717.826878
2021-10-08,717.494713
2021-10-11,715.549005
2021-10-12,713.311615
2021-10-13,716.727622
2021-10-14,726.632391
2021-10-15,732.952297
2021-10-18,733.852322
2021-10-19,739.243062
2021-10-20,742.077921
2021-10-21,742.488733
2021-10-22,742.25529
2021-10-25,744.34714
2021-10-26,745.835243
2021-10-27,741.746233
2021-10-28,746.975497
2021-10-29,745.228628
2021-11-01,748.498414
2021-11-02,749.525617
2021-11-03,752.890303
2021-11-04,755.847294
2021-11-05,757.13379
2021-11-08,758.57338
2021-11-09,756.809946
2021-11-10,751.45854
2021-11-11,752.021388
2021-11-12,756.831222
2021-11-15,757.468222
2021-11-16,758.864173
2021-11-17,756.347517
2021-11-18,756.575493
2021-11-19,754.916893
2021-11-22,750.572437
2021-11-23,749.197028
2021-11-24,749.303185
2021-11-25,750.30342
2021-11-26,733.527312
2021-11-29,738.180523
2021-11-30,726.531441
2021-12-01,724.649988
2021-12-02,730.104136
2021-12-03,724.183527
2021-12-06,729.854093
2021-12-07,745.205861
2021-12-08,748.114102
2021-12-09,743.614842
2021-12-10,746.256766
2021-12-13,740.266362
2021-12-14,734.717169
2021-12-15,741.882958
2021-12-16,740.912976
2021-12-17,734.671066
2021-12-20,724.73212
2021-12-21,736.4111
2021-12-22,743.332806
2021-12-23,748.65759
2021-12-24,748.882951
2021-12-27,755.364663
2021-12-28,756.060402
2021-12-29,756.398883
2021-12-30,755.301892
2021-12-31,754.828116
2022-01-03,756.943488
2022-01-04,758.429894
2022-01-05,748.23907
2022-01-06,744.033238
2022-01-07,743.181847
2022-01-10,741.239612
2022-01-11,747.63139
2022-01-12,753.609836
2022-01-13,746.668813
2022-01-14,744.413643
2022-01-17,744.840824
2022-01-18,733.178068
2022-01-19,727.74614
2022-01-20,725.444428
2022-01-21,712.804357
2022-01-24,707.224957
2022-01-25,700.192611
2022-01-26,701.134869
2022-01-27,694.753977
2022-01-28,705.122811
2022-01-31,717.375482
2022-02-01,723.490162
2022-02-02,729.083749
2022-02-03,716.156261
2022-02-04,718.758484
2022-02-07,718.216861
2022-02-08,721.920381
2022-02-09,733.204489
2022-02-10,726.314801
2022-02-11,715.464715
2022-02-14,708.336779
2022-02-15,717.807486
2022-02-16,720.096905
2022-02-17,709.390247
2022-02-18,703.335853
2022-02-21,700.899041
2022-02-22,694.570556
2022-02-23,686.225142
2022-02-24,681.956076
2022-02-25,698.533495
2022-02-28,698.020195
2022-03-01,688.590119
2022-03-02,694.978003
2022-03-03,690.745517
2022-03-04,679.320561
2022-03-07,660.771206
2022-03-08,655.467968
2022-03-09,672.527364
2022-03-10,671.232867
2022-03-11,663.531422
2022-03-14,658.609592
2022-03-15,664.832054
2022-03-16,683.169168
2022-03-17,695.246026
2022-03-18,701.45571
2022-03-21,700.819454
2022-03-22,708.21018
2022-03-23,703.135279
2022-03-24,708.821392
2022-03-25,709.581469
2022-03-28,712.163392
2022-03-29,723.159356
2022-03-30,721.113213
2022-03-31,711.557718
2022-04-01,712.665883
2022-04-04,718.794834
2022-04-05,711.825939
2022-04-06,703.14155
2022-04-07,702.391162
2022-04-08,702.129378
2022-04-11,692.766789
2022-04-12,690.055906
2022-04-13,695.912311
2022-04-14,690.713936
2022-04-15,690.205798
2022-04-18,688.633318
2022-04-19,694.231224
2022-04-20,696.266187
2022-04-21,688.468583
2022-04-22,671.62894
2022-04-25,668.610159
2022-04-26,655.01094
2022-04-27,653.899341
2022-04-28,665.795989
2022-04-29,653.667041
2022-05-02,653.565586
2022-05-03,656.132505
2022-05-04,667.083779
2022-05-05,650.08067
2022-05-06,643.666082
2022-05-09,623.769463
2022-05-10,624.378795
2022-05-11,619.541855
2022-05-12,615.270608
2022-05-13,629.18563
2022-05-16,627.862414
2022-05-17,640.428033
2022-05-18,623.639956
2022-05-19,619.580388
2022-05-20,621.88954
2022-05-23,631.441931
2022-05-24,625.718072
2022-05-25,629.967207
2022-05-26,639.295349
2022-05-27,652.84042
2022-05-30,656.869454
2022-05-31,652.814217
2022-06-01,647.87034
2022-06-02,656.445061
2022-06-03,649.160726
2022-06-06,652.127241
2022-06-07,654.614885
2022-06-08,650.942866
2022-06-09,637.767096
2022-06-10,620.306708
2022-06-13,597.640158
2022-06-14,593.77259
2022-06-15,600.300229
2022-06-16,585.778253
2022-06-17,584.549314
2022-06-20,586.163496
2022-06-21,597.327467
2022-06-22,594.431589
2022-06-23,596.994871
2022-06-24,612.674176
2022-06-27,614.587336
2022-06-28,606.705445
2022-06-29,603.498449
2022-06-30,596.773933
2022-07-01,599.075655
2022-07-04,600.710846
2022-07-05,597.739396
2022-07-06,598.508173
2022-07-07,607.888501
2022-07-08,608.582585
2022-07-11,600.821701
2022-07-12,596.099739
2022-07-13,594.352042
2022-07-14,589.085392
2022-07-15,598.708922
2022-07-18,599.814659
2022-07-19,612.326141
2022-07-20,616.016034
2022-07-21,620.423194
2022-07-22,617.70715
2022-07-25,617.560439
2022-07-26,612.227728
2022-07-27,622.694854
2022-07-28,630.422384
2022-07-29,637.717121
2022-08-01,638.404313
2022-08-02,633.318304
2022-08-03,638.998178
2022-08-04,640.936703
2022-08-05,639.530645
2022-08-08,640.833867
2022-08-09,637.702392
2022-08-10,649.752815
2022-08-11,650.709729
